timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-03T17:33:54,codecarbon,84de7361-1332-4307-a69b-667247f8df07,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.5703663000022061,1.3371322505506004e-05,2.3443395069895058e-05,140.0,0.0,10.0,2.2142493332891417e-05,0.0,1.5673749999324277e-06,2.3709868332823843e-05,Tunisia,TUN,tunis governorate,,,Windows-10-10.0.19045-SP0,3.12.6,3.0.4,8,11th Gen Intel(R) Core(TM) i5-11300H @ 3.10GHz,,,10.1656,36.8178,15.698692321777344,machine,N,1.0
2025-09-03T17:35:43,codecarbon,9c1fdb5d-4e5d-418e-9c38-b3c6d061118c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.488792399992235,1.145641539055707e-05,2.3438202784534022e-05,140.0,0.0,10.0,1.8975603888652084e-05,0.0,1.3387741666520014e-06,2.0314378055304085e-05,Tunisia,TUN,tunis governorate,,,Windows-10-10.0.19045-SP0,3.12.6,3.0.4,8,11th Gen Intel(R) Core(TM) i5-11300H @ 3.10GHz,,,10.1656,36.8178,15.698692321777344,machine,N,1.0
2025-09-04T02:18:05,codecarbon,c874cf2b-9e8f-4be4-9740-ce243be236e0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6053187000215985,1.4195325197070678e-05,2.3450993991370452e-05,140.0,0.0,10.0,2.3507695555842175e-05,0.0,1.6632844444959322e-06,2.5170980000338107e-05,Tunisia,TUN,tunis governorate,,,Windows-10-10.0.19045-SP0,3.12.6,3.0.4,8,11th Gen Intel(R) Core(TM) i5-11300H @ 3.10GHz,,,10.1656,36.8178,15.698692321777344,machine,N,1.0
